"temno","cflo","evalue_ab","bitscore_ab","evalue_ba","bitscore_ba","cflo_gene","cflo_name","temno_gene","temno_name"
"TGZ51525.1","XP_019885053.1",7e-170,476,3e-170,476,"LOC105257645","deoxynucleoside kinase isoform X1","DBV15_09091","Deoxynucleoside kinase"
"TGZ51527.1","XP_011266199.1",0,1280,0,1296,"LOC105257339","hemicentin-2","DBV15_09093","Neural cell adhesion molecule 1"
"TGZ51528.1","XP_025262011.1",0,737,0,721,"LOC105259375","uncharacterized protein LOC105259375","DBV15_09094","Luciferin 4-monooxygenase"
"TGZ51534.1","XP_011251461.1",1e-162,454,6e-163,454,"LOC105248399","transmembrane protein 192","DBV15_09106","Uncharacterized protein DBV15_09106"
"TGZ51534.1","XP_011251462.1",1e-162,454,6e-163,454,"LOC105248399","transmembrane protein 192","DBV15_09106","Uncharacterized protein DBV15_09106"
"TGZ51534.1","XP_019882176.1",1e-162,454,6e-163,454,"LOC105248399","transmembrane protein 192","DBV15_09106","Uncharacterized protein DBV15_09106"
"TGZ51535.1","XP_025264574.1",3e-66,200,1e-66,200,"LOC112637974","uncharacterized protein LOC112637974 isoform X1","DBV15_09107","Uncharacterized protein DBV15_09107"
"TGZ51535.1","XP_025264575.1",2e-66,200,8e-67,200,"LOC112637974","uncharacterized protein LOC112637974 isoform X2","DBV15_09107","Uncharacterized protein DBV15_09107"
"TGZ51536.1","XP_011262186.1",0,1232,0,1250,"LOC105254914","digestive organ expansion factor homolog","DBV15_09104","Uncharacterized protein DBV15_09104"
"TGZ51538.1","XP_011265654.1",6e-147,426,2e-137,401,"LOC105257016","aprataxin and PNK-like factor isoform X1","DBV15_09102","Aprataxin and PNK-like factor"
"TGZ51538.1","XP_019884862.2",6e-147,426,2e-137,401,"LOC105257016","aprataxin and PNK-like factor isoform X1","DBV15_09102","Aprataxin and PNK-like factor"
"TGZ51538.1","XP_019884863.1",2e-139,406,4e-130,382,"LOC105257016","aprataxin and PNK-like factor isoform X2","DBV15_09102","Aprataxin and PNK-like factor"
"TGZ51539.1","XP_011265655.1",0,1330,0,1330,"LOC105257017","WD repeat-containing protein 20 isoform X1","DBV15_09103","WD repeat-containing protein 20"
"TGZ51541.1","XP_011265653.1",1e-175,491,6e-176,491,"LOC105257015","translin-associated protein X","DBV15_09101","Uncharacterized protein DBV15_09101"
"TGZ51542.1","XP_011253217.1",0,778,0,717,"LOC105249445","trichohyalin isoform X1","DBV15_09108","Reticulocyte-binding protein 2-like protein a"
"TGZ51542.1","XP_011253218.1",0,769,0,725,"LOC105249445","titin isoform X2","DBV15_09108","Reticulocyte-binding protein 2-like protein a"
"TGZ51543.1","XP_011253224.1",2e-61,187,1e-64,194,"LOC105249447","signal recognition particle 14 kDa protein","DBV15_09109","Signal recognition particle 14 kDa protein"
"TGZ51543.1","XP_025264569.1",2e-61,187,1e-64,194,"LOC105249447","signal recognition particle 14 kDa protein","DBV15_09109","Signal recognition particle 14 kDa protein"
"TGZ51544.1","XP_019885599.2",1e-175,491,4e-176,491,"LOC105259436","S-methyl-5'-thioadenosine phosphorylase","DBV15_12018","S-methyl-5\\'-thioadenosine phosphorylase"
"TGZ51545.1","XP_011268884.1",0,783,0,783,"LOC105258946","V-type proton ATPase subunit C","DBV15_12019","V-type proton ATPase subunit C"
"TGZ51545.1","XP_011269145.1",0,783,0,783,"LOC105258946","V-type proton ATPase subunit C","DBV15_12019","V-type proton ATPase subunit C"
"TGZ51545.1","XP_025267081.1",0,783,0,783,"LOC105258946","V-type proton ATPase subunit C","DBV15_12019","V-type proton ATPase subunit C"
"TGZ51551.1","XP_011260228.1",7e-94,280,5e-94,280,"LOC105253715","tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A","DBV15_12894","tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A"
"TGZ51561.1","XP_025269344.1",6e-68,216,1e-72,226,"LOC112639484","uncharacterized protein LOC112639484 isoform X1","DBV15_11417","Uncharacterized protein DBV15_11417"
"TGZ51562.1","XP_011268125.1",0,525,0,525,"LOC105258529","tetraspanin-9","DBV15_11416","Tetraspanin"
"TGZ51562.1","XP_011268126.1",0,525,0,525,"LOC105258529","tetraspanin-9","DBV15_11416","Tetraspanin"
"TGZ51562.1","XP_025269317.1",0,525,0,525,"LOC105258529","tetraspanin-9","DBV15_11416","Tetraspanin"
"TGZ51563.1","XP_025265167.1",2e-17,80.5,9e-18,80.5,"LOC112638195","uncharacterized protein LOC112638195 isoform X3","DBV15_13004","Uncharacterized protein DBV15_13004, partial"
"TGZ51566.1","XP_011257507.2",0,1233,0,1233,"LOC105252033","homeobox protein prospero isoform X3","DBV15_11006","Protein S"
"TGZ51566.1","XP_025268877.1",0,1233,0,1233,"LOC105252033","homeobox protein prospero isoform X1","DBV15_11006","Protein S"
"TGZ51566.1","XP_025268878.1",0,1233,0,1233,"LOC105252033","homeobox protein prospero isoform X2","DBV15_11006","Protein S"
"TGZ51566.1","XP_025268879.1",0,1233,0,1233,"LOC105252033","homeobox protein prospero isoform X4","DBV15_11006","Protein S"
"TGZ51579.1","XP_025264521.1",1e-34,123,6e-35,123,"LOC112637965","uncharacterized protein LOC112637965","DBV15_12601","Run domain beclin-1 interacting and cystein-rich containing, partial"
"TGZ51579.1","XP_025264885.1",8e-35,123,5e-35,123,"LOC112638069","uncharacterized protein LOC112638069","DBV15_12601","Run domain beclin-1 interacting and cystein-rich containing, partial"
"TGZ51579.1","XP_025266368.1",2e-34,123,1e-34,123,"LOC112638588","uncharacterized protein LOC112638588","DBV15_12601","Run domain beclin-1 interacting and cystein-rich containing, partial"
"TGZ51579.1","XP_025267140.1",9e-35,123,5e-35,123,"LOC112638872","uncharacterized protein LOC112638872","DBV15_12601","Run domain beclin-1 interacting and cystein-rich containing, partial"
"TGZ51580.1","XP_025265252.1",2e-55,174,7e-56,174,"LOC112638223","LOW QUALITY PROTEIN: G-protein coupled receptor Mth2-like","DBV15_12682","G-protein coupled receptor Mth2, partial"
"TGZ51581.1","XP_025269909.1",9e-61,196,2e-61,197,"LOC105250889","uncharacterized protein LOC105250889 isoform X1","DBV15_11923","Uncharacterized protein DBV15_11923, partial"
"TGZ51582.1","XP_011269642.1",0,1241,0,1260,"LOC105259426","solute carrier organic anion transporter family member 3A1","DBV15_11922","Solute carrier organic anion transporter family member"
"TGZ51582.1","XP_011269643.1",0,1241,0,1260,"LOC105259426","solute carrier organic anion transporter family member 3A1","DBV15_11922","Solute carrier organic anion transporter family member"
"TGZ51582.1","XP_011269647.1",0,1241,0,1260,"LOC105259426","solute carrier organic anion transporter family member 3A1","DBV15_11922","Solute carrier organic anion transporter family member"
"TGZ51582.1","XP_025267949.1",0,1241,0,1260,"LOC105259426","solute carrier organic anion transporter family member 3A1","DBV15_11922","Solute carrier organic anion transporter family member"
"TGZ51582.1","XP_025267950.1",0,1241,0,1260,"LOC105259426","solute carrier organic anion transporter family member 3A1","DBV15_11922","Solute carrier organic anion transporter family member"
"TGZ51582.1","XP_025267951.1",0,1241,0,1260,"LOC105259426","solute carrier organic anion transporter family member 3A1","DBV15_11922","Solute carrier organic anion transporter family member"
"TGZ51582.1","XP_025267952.1",0,1241,0,1260,"LOC105259426","solute carrier organic anion transporter family member 3A1","DBV15_11922","Solute carrier organic anion transporter family member"
"TGZ51582.1","XP_025267953.1",0,1241,0,1260,"LOC105259426","solute carrier organic anion transporter family member 3A1","DBV15_11922","Solute carrier organic anion transporter family member"
"TGZ51582.1","XP_025267954.1",0,1241,0,1260,"LOC105259426","solute carrier organic anion transporter family member 3A1","DBV15_11922","Solute carrier organic anion transporter family member"
"TGZ51582.1","XP_025267955.1",0,1241,0,1260,"LOC105259426","solute carrier organic anion transporter family member 3A1","DBV15_11922","Solute carrier organic anion transporter family member"
"TGZ51582.1","XP_025267956.1",0,1241,0,1260,"LOC105259426","solute carrier organic anion transporter family member 3A1","DBV15_11922","Solute carrier organic anion transporter family member"
"TGZ51583.1","XP_011258343.1",2e-162,462,1e-156,447,"LOC105252589","putative ATPase N2B","DBV15_12166","putative ATPase N2B, partial"
"TGZ51587.1","XP_011269472.2",0,881,0,881,"LOC105259303","uncharacterized protein LOC105259303","DBV15_11905","Uncharacterized protein DBV15_11905"
"TGZ51588.1","XP_011261630.1",0,743,0,743,"LOC105254566","pyruvate dehydrogenase (acetyl-transferring) kinase, mitochondrial","DBV15_12413","[Pyruvate dehydrogenase [lipoamide]] kinase, mitochondrial, partial [Temnothorax longispinosus]"
"TGZ51592.1","XP_025264876.1",5e-164,483,7e-161,473,"LOC112638065","uncharacterized protein LOC112638065","DBV15_11055","Uncharacterized protein DBV15_11055"
"TGZ51593.1","XP_011255855.1",0,1705,0,1670,"LOC105251046","uncharacterized protein LOC105251046","DBV15_11054","Uncharacterized protein DBV15_11054"
"TGZ51593.1","XP_025264875.1",0,1705,0,1670,"LOC105251046","uncharacterized protein LOC105251046","DBV15_11054","Uncharacterized protein DBV15_11054"
"TGZ51597.1","XP_011255881.1",0,844,0,845,"LOC105251065","annexin B9 isoform X1","DBV15_11053","Annexin"
"TGZ51597.1","XP_011255898.1",0,844,0,845,"LOC105251065","annexin B9 isoform X1","DBV15_11053","Annexin"
"TGZ51602.1","XP_025265315.1",2e-176,512,2e-179,520,"LOC105252242","DNA ligase 1 isoform X1","DBV15_12368","Uncharacterized protein DBV15_12368, partial"
"TGZ51605.1","XP_011254351.1",7e-75,222,3e-75,222,"LOC105250111","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6","DBV15_10791","NADH dehydrogenase"
"TGZ51606.1","XP_011254352.1",0,2464,0,2485,"LOC105250113","receptor-type guanylate cyclase Gyc76C","DBV15_10790","Guanylate cyclase"
"TGZ51606.1","XP_025270230.1",0,2464,0,2485,"LOC105250113","receptor-type guanylate cyclase Gyc76C","DBV15_10790","Guanylate cyclase"
"TGZ51607.1","XP_011262623.1",4e-144,429,2e-144,429,"LOC105255191","uncharacterized protein LOC105255191","DBV15_10793","Uncharacterized protein DBV15_10793, partial"
"TGZ51607.1","XP_025267679.1",4e-144,429,2e-144,429,"LOC105255191","uncharacterized protein LOC105255191","DBV15_10793","Uncharacterized protein DBV15_10793, partial"
"TGZ51608.1","XP_011254350.1",0,1038,0,1038,"LOC105250110","tRNA-splicing ligase RtcB homolog","DBV15_10792","tRNA-splicing ligase RtcB-like protein"
"TGZ51609.1","XP_011254353.1",0,1140,0,1140,"LOC105250114","guanylate cyclase 32E","DBV15_10789","Guanylate cyclase"
"TGZ51609.1","XP_025270231.1",0,1140,0,1140,"LOC105250114","guanylate cyclase 32E","DBV15_10789","Guanylate cyclase"
"TGZ51610.1","XP_011266985.2",0,1328,0,1326,"LOC105257814","probable ATP-dependent RNA helicase spindle-E","DBV15_12641","putative ATP-dependent RNA helicase spindle-E, partial"
"TGZ51610.1","XP_025264556.1",0,1328,0,1326,"LOC105257814","probable ATP-dependent RNA helicase spindle-E","DBV15_12641","putative ATP-dependent RNA helicase spindle-E, partial"
"TGZ51610.1","XP_025264557.1",0,1328,0,1326,"LOC105257814","probable ATP-dependent RNA helicase spindle-E","DBV15_12641","putative ATP-dependent RNA helicase spindle-E, partial"
"TGZ51615.1","XP_025262192.1",0,761,0,735,"LOC105258661","probable cytochrome P450 6a13 isoform X2","DBV15_12211","Cytochrome P450 6a2, partial"
"TGZ51615.1","XP_025263422.1",0,770,0,742,"LOC112637591","probable cytochrome P450 6a13","DBV15_12211","Cytochrome P450 6a2, partial"
"TGZ51615.1","XP_025266355.1",0,782,0,754,"LOC112638577","probable cytochrome P450 6a13","DBV15_12211","Cytochrome P450 6a2, partial"
"TGZ51615.1","XP_025266359.1",0,748,0,719,"LOC112638579","probable cytochrome P450 6a13","DBV15_12211","Cytochrome P450 6a2, partial"
"TGZ51615.1","XP_025269276.1",0,768,0,741,"LOC112639469","probable cytochrome P450 6a13","DBV15_12211","Cytochrome P450 6a2, partial"
"TGZ51615.1","XP_025269348.1",0,772,0,745,"LOC112639485","probable cytochrome P450 6a13","DBV15_12211","Cytochrome P450 6a2, partial"
"TGZ51617.1","XP_025262091.1",0,2830,0,2839,"LOC105254405","protein Jumonji","DBV15_11263","Protein Jumonji"
"TGZ51617.1","XP_025262092.1",0,2830,0,2839,"LOC105254405","protein Jumonji","DBV15_11263","Protein Jumonji"
"TGZ51620.1","XP_025270288.1",0,1278,0,1278,"LOC105250319","protein transport protein Sec23A isoform X1","DBV15_11264","Protein transport protein Sec23A"
"TGZ51620.1","XP_025270289.1",0,1278,0,1278,"LOC105250319","protein transport protein Sec23A isoform X1","DBV15_11264","Protein transport protein Sec23A"
"TGZ51620.1","XP_025270290.1",0,1279,0,1279,"LOC105250319","protein transport protein Sec23A isoform X2","DBV15_11264","Protein transport protein Sec23A"
"TGZ51625.1","XP_011259067.1",0,690,0,689,"LOC105253022","protein spire isoform X1","DBV15_11718","Protein spire"
"TGZ51625.1","XP_011259068.1",0,696,0,686,"LOC105253022","protein spire isoform X3","DBV15_11718","Protein spire"
"TGZ51626.1","XP_011259063.1",0,552,0,577,"LOC105253021","ribosome biogenesis protein NOP53","DBV15_11719","Uncharacterized protein DBV15_11719"
"TGZ51630.1","XP_025267340.1",0,1269,0,1250,"LOC105250454","prominin-1-A isoform X1","DBV15_10308","Prominin-2"
"TGZ51630.1","XP_025267370.1",0,1264,0,1246,"LOC105250454","prominin-1-A isoform X2","DBV15_10308","Prominin-2"
"TGZ51630.1","XP_025267409.1",0,1264,0,1246,"LOC105250454","prominin-1-A isoform X2","DBV15_10308","Prominin-2"
"TGZ51631.1","XP_011254782.1",1e-173,485,5e-174,485,"LOC105250406","insulin-like growth factor-binding protein-related protein 1","DBV15_10309","Kazal-type serine protease inhibitor domain-containing protein 1"
"TGZ51632.1","XP_011254791.1",0,1119,0,1119,"LOC105250414","leishmanolysin-like peptidase isoform X1","DBV15_10306","Leishmanolysin-like peptidase"
"TGZ51632.1","XP_025264512.1",0,1115,0,1115,"LOC105250414","leishmanolysin-like peptidase isoform X2","DBV15_10306","Leishmanolysin-like peptidase"
"TGZ51633.1","XP_011254786.1",0,834,0,834,"LOC105250409","trace amine-associated receptor 9 isoform X1","DBV15_10307","Uncharacterized protein DBV15_10307"
"TGZ51633.1","XP_019882850.1",0,834,0,834,"LOC105250409","trace amine-associated receptor 9 isoform X1","DBV15_10307","Uncharacterized protein DBV15_10307"
"TGZ51634.1","XP_011255845.1",1e-90,266,4e-91,266,"LOC105251040","trafficking protein particle complex subunit 1","DBV15_10311","Trafficking protein particle complex subunit 1"
"TGZ51637.1","XP_011255847.1",0,712,0,710,"LOC105251042","E3 ubiquitin-protein ligase RNF19A","DBV15_10312","RING-type E3 ubiquitin transferase"
"TGZ51639.1","XP_011255846.1",0,746,0,746,"LOC105251041","uncharacterized protein LOC105251041","DBV15_10314","putative oxidoreductase dhs-27"
"TGZ51640.1","XP_025266703.1",1e-64,212,7e-65,212,"LOC112638732","thyrotropin-releasing hormone-degrading ectoenzyme-like","DBV15_12554","Aminopeptidase N, partial"
"TGZ51666.1","XP_025271328.1",3e-108,343,5e-109,344,"LOC112639966","uncharacterized protein LOC112639966","DBV15_12892","Gag-pol polyprotein"
"TGZ51667.1","XP_025262644.1",0,2264,0,2227,"LOC105250573","protein sprint isoform X1","DBV15_11597","Protein sprint, partial"
"TGZ51667.1","XP_025262645.1",0,2263,0,2225,"LOC105250573","protein sprint isoform X2","DBV15_11597","Protein sprint, partial"
"TGZ51667.1","XP_025262646.1",0,2263,0,2225,"LOC105250573","protein sprint isoform X2","DBV15_11597","Protein sprint, partial"
"TGZ51667.1","XP_025262647.1",0,2263,0,2226,"LOC105250573","protein sprint isoform X3","DBV15_11597","Protein sprint, partial"
"TGZ51667.1","XP_025262648.1",0,2264,0,2225,"LOC105250573","protein sprint isoform X4","DBV15_11597","Protein sprint, partial"
"TGZ51667.1","XP_025262649.1",0,2221,0,2191,"LOC105250573","protein sprint isoform X5","DBV15_11597","Protein sprint, partial"
"TGZ51667.1","XP_025262650.1",0,2264,0,2224,"LOC105250573","protein sprint isoform X6","DBV15_11597","Protein sprint, partial"
"TGZ51667.1","XP_025262651.1",0,2264,0,2224,"LOC105250573","protein sprint isoform X6","DBV15_11597","Protein sprint, partial"
"TGZ51668.1","XP_011254358.1",1e-148,441,2e-158,466,"LOC105250116","uncharacterized protein LOC105250116 isoform X1","DBV15_11598","Uncharacterized protein DBV15_11598"
"TGZ51668.1","XP_011254359.1",5e-145,432,7e-155,456,"LOC105250116","uncharacterized protein LOC105250116 isoform X2","DBV15_11598","Uncharacterized protein DBV15_11598"
"TGZ51669.1","XP_011256794.1",0,1043,0,1062,"LOC105251576","zinc finger protein 271 isoform X1","DBV15_11599","Zinc finger protein GLIS2"
"TGZ51669.1","XP_011256795.1",0,1020,0,1040,"LOC105251576","zinc finger protein 271 isoform X2","DBV15_11599","Zinc finger protein GLIS2"
"TGZ51675.1","XP_011265933.1",4e-59,197,1e-64,209,"LOC105257176","uncharacterized protein LOC105257176 isoform X2","DBV15_11121","hypothetical protein DBV15_11121"
"TGZ51677.1","XP_019884899.1",0,932,0,932,"LOC105257174","RCC1 and BTB domain-containing protein 1","DBV15_11123","Rcc1 and btb domain-containing protein 1-like protein"
"TGZ51678.1","XP_011265934.2",0,993,0,959,"LOC105257177","acetylcholinesterase","DBV15_11122","Carboxylic ester hydrolase"
"TGZ51678.1","XP_011265935.2",0,993,0,959,"LOC105257177","acetylcholinesterase","DBV15_11122","Carboxylic ester hydrolase"
"TGZ51678.1","XP_011265936.2",0,993,0,959,"LOC105257177","acetylcholinesterase","DBV15_11122","Carboxylic ester hydrolase"
"TGZ51687.1","XP_011255225.1",0,883,0,884,"LOC105250697","general transcription factor 3C polypeptide 5 isoform X1","DBV15_03909","General transcription factor 3C polypeptide 5"
"TGZ51692.1","XP_011265109.1",2e-89,262,8e-90,262,"LOC105256676","prefoldin subunit 5","DBV15_03900","Prefoldin subunit 5"
"TGZ51694.1","XP_011260492.1",0,1412,0,1434,"LOC105253861","muscarinic acetylcholine receptor gar-2","DBV15_03902","Uncharacterized protein DBV15_03902"
"TGZ51696.1","XP_011257031.1",0,944,0,961,"LOC105251747","transducin beta-like protein 3 isoform X1","DBV15_03913","Transducin beta-like protein 3"
"TGZ51697.1","XP_025263816.1",0,1301,0,1322,"LOC105249092","RAD50-interacting protein 1","DBV15_03912","RAD50-interacting protein 1"
"TGZ51698.1","XP_011251975.1",0,1577,0,1577,"LOC105248730","pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial","DBV15_03911","Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial"
"TGZ51699.1","XP_011255228.1",0,2039,0,2066,"LOC105250699","ATP-citrate synthase","DBV15_03910","ATP-citrate synthase"
"TGZ51699.1","XP_011255229.1",0,2039,0,2066,"LOC105250699","ATP-citrate synthase","DBV15_03910","ATP-citrate synthase"
"TGZ51700.1","XP_011261473.1",0,743,0,763,"LOC105254479","ubiquitin-associated domain-containing protein 1","DBV15_03917","Ubiquitin-associated domain-containing protein 1"
"TGZ51700.1","XP_011261474.1",0,743,0,763,"LOC105254479","ubiquitin-associated domain-containing protein 1","DBV15_03917","Ubiquitin-associated domain-containing protein 1"
"TGZ51701.1","XP_019883532.1",0,1117,0,1119,"LOC105252663","kinesin-like protein KIF20B","DBV15_03916","Kinesin-like protein KIF20A"
"TGZ51702.1","XP_011258392.1",0,847,0,847,"LOC105252623","26S proteasome non-ATPase regulatory subunit 12","DBV15_03915","26S proteasome non-ATPase regulatory subunit 12"
"TGZ51702.1","XP_011258393.1",0,847,0,847,"LOC105252623","26S proteasome non-ATPase regulatory subunit 12","DBV15_03915","26S proteasome non-ATPase regulatory subunit 12"
"TGZ51703.1","XP_011258390.1",0,1435,0,1411,"LOC105252622","ATP-binding cassette sub-family B member 6, mitochondrial isoform X1","DBV15_03914","Uncharacterized protein DBV15_03914"
"TGZ51703.1","XP_011258391.1",0,1412,0,1389,"LOC105252622","ATP-binding cassette sub-family B member 6, mitochondrial isoform X2","DBV15_03914","Uncharacterized protein DBV15_03914"
"TGZ51704.1","XP_019883858.1",7e-165,466,3e-175,491,"LOC105253866","UPF0565 protein C2orf69 homolog","DBV15_03919","Uncharacterized protein DBV15_03919"
"TGZ51705.1","XP_011260505.1",0,771,0,771,"LOC105253869","queuine tRNA-ribosyltransferase catalytic subunit","DBV15_03918","Queuine tRNA-ribosyltransferase"
"TGZ51712.1","XP_025267025.1",3e-23,95.5,1e-23,95.5,"LOC112638846","aminopeptidase M1-A-like","DBV15_03892","Glutamyl aminopeptidase"
"TGZ51712.1","XP_025267026.1",1e-23,95.5,4e-24,95.5,"LOC112638848","aminopeptidase M1-A-like","DBV15_03892","Glutamyl aminopeptidase"
"TGZ51715.1","XP_011260498.1",0,1771,0,1771,"LOC105253865","aminopeptidase N","DBV15_03923","Aminopeptidase"
"TGZ51715.1","XP_019883853.1",0,1771,0,1771,"LOC105253865","aminopeptidase N","DBV15_03923","Aminopeptidase"
"TGZ51715.1","XP_025270281.1",0,1771,0,1771,"LOC105253865","aminopeptidase N","DBV15_03923","Aminopeptidase"
"TGZ51716.1","XP_025270283.1",0,1419,0,1443,"LOC105253863","V-type proton ATPase 116 kDa subunit a","DBV15_03920","V-type proton ATPase subunit a"
"TGZ51716.1","XP_025270284.1",0,1419,0,1443,"LOC105253863","V-type proton ATPase 116 kDa subunit a","DBV15_03920","V-type proton ATPase subunit a"
"TGZ51717.1","XP_011260496.1",0,908,0,908,"LOC105253864","organic cation transporter protein","DBV15_03921","Uncharacterized protein DBV15_03921"
"TGZ51718.1","XP_011264229.1",3e-82,243,9e-83,243,"LOC105256198","autophagy protein 12-like","DBV15_03926","Ubiquitin-like protein ATG12"
"TGZ51719.1","XP_011264230.1",0,788,0,768,"LOC105256199","sialin","DBV15_03924","Uncharacterized protein DBV15_03924"
"TGZ51720.1","XP_025269755.1",0,1187,0,1179,"LOC105256220","cilia- and flagella-associated protein 52","DBV15_03925","WD repeat-containing protein 16"
"TGZ51721.1","XP_011256130.1",0,687,0,689,"LOC105251215","probable nucleoporin Nup58 isoform X1","DBV15_11654","putative nucleoporin"
"TGZ51721.1","XP_011256131.1",0,689,0,692,"LOC105251215","probable nucleoporin Nup58 isoform X2","DBV15_11654","putative nucleoporin"
"TGZ51721.1","XP_011256132.1",0,691,0,694,"LOC105251215","probable nucleoporin Nup58 isoform X3","DBV15_11654","putative nucleoporin"
"TGZ51722.1","XP_011263793.1",0,1807,0,1807,"LOC105255940","mitogen-activated protein kinase kinase kinase kinase 5 isoform X1","DBV15_11653","Mitogen-activated protein kinase kinase kinase kinase"
"TGZ51722.1","XP_011263795.1",0,1819,0,1819,"LOC105255940","mitogen-activated protein kinase kinase kinase kinase 5 isoform X2","DBV15_11653","Mitogen-activated protein kinase kinase kinase kinase"
"TGZ51722.1","XP_011263796.1",0,1789,0,1789,"LOC105255940","mitogen-activated protein kinase kinase kinase kinase 5 isoform X3","DBV15_11653","Mitogen-activated protein kinase kinase kinase kinase"
"TGZ51722.1","XP_011263797.1",0,1771,0,1770,"LOC105255940","mitogen-activated protein kinase kinase kinase kinase 5 isoform X4","DBV15_11653","Mitogen-activated protein kinase kinase kinase kinase"
"TGZ51722.1","XP_011263798.1",0,1831,0,1831,"LOC105255940","mitogen-activated protein kinase kinase kinase kinase 5 isoform X5","DBV15_11653","Mitogen-activated protein kinase kinase kinase kinase"
"TGZ51722.1","XP_011263799.1",0,1796,0,1796,"LOC105255940","mitogen-activated protein kinase kinase kinase kinase 5 isoform X6","DBV15_11653","Mitogen-activated protein kinase kinase kinase kinase"
"TGZ51729.1","XP_025265253.1",0,666,0,666,"LOC105253384","LOW QUALITY PROTEIN: transmembrane protein 185A","DBV15_04974","Uncharacterized protein DBV15_04974"
"TGZ51729.1","XP_025267103.1",0,674,0,674,"LOC112637040","transmembrane protein 185A-like isoform X1","DBV15_04974","Uncharacterized protein DBV15_04974"
"TGZ51730.1","XP_019884478.1",0,585,0,585,"LOC105255800","protein arginine methyltransferase NDUFAF7, mitochondrial","DBV15_04975","Protein arginine methyltransferase NDUFAF7"
"TGZ51731.1","XP_025265248.1",0,1113,0,1113,"LOC112638219","beta-catenin-like protein 1","DBV15_04976","Beta-catenin-like protein 1"
"TGZ51731.1","XP_025267105.1",0,1099,0,1099,"LOC105253383","LOW QUALITY PROTEIN: beta-catenin-like protein 1","DBV15_04976","Beta-catenin-like protein 1"
"TGZ51734.1","XP_011264922.2",0,712,0,712,"LOC105256574","tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6","DBV15_04971","Uncharacterized protein DBV15_04971"
"TGZ51735.1","XP_011264873.1",0,788,0,788,"LOC105256552","translation initiation factor eIF-2B subunit gamma","DBV15_04972","Translation initiation factor eIF-2B subunit gamma"
"TGZ51735.1","XP_011264882.1",0,788,0,788,"LOC105256552","translation initiation factor eIF-2B subunit gamma","DBV15_04972","Translation initiation factor eIF-2B subunit gamma"
"TGZ51735.1","XP_011264891.1",0,788,0,788,"LOC105256552","translation initiation factor eIF-2B subunit gamma","DBV15_04972","Translation initiation factor eIF-2B subunit gamma"
"TGZ51735.1","XP_011264899.1",0,788,0,788,"LOC105256552","translation initiation factor eIF-2B subunit gamma","DBV15_04972","Translation initiation factor eIF-2B subunit gamma"
"TGZ51735.1","XP_011264908.1",0,788,0,788,"LOC105256552","translation initiation factor eIF-2B subunit gamma","DBV15_04972","Translation initiation factor eIF-2B subunit gamma"
"TGZ51736.1","XP_011264959.1",3e-117,336,1e-117,336,"LOC105256590","mpv17-like protein 2","DBV15_04973","Mpv17-like protein 2"
"TGZ51738.1","XP_011266286.1",0,527,0,554,"LOC105257396","unconventional prefoldin RPB5 interactor-like protein isoform X1","DBV15_04979","Unconventional prefoldin RPB5 interactor"
"TGZ51738.1","XP_025265249.1",0,527,0,554,"LOC105257396","unconventional prefoldin RPB5 interactor-like protein isoform X2","DBV15_04979","Unconventional prefoldin RPB5 interactor"
"TGZ51739.1","XP_011259270.1",0,1212,0,1223,"LOC105253137","exosome component 10","DBV15_04936","Exosome component 10"
"TGZ51740.1","XP_011259274.1",0,1114,0,1114,"LOC105253139","nitric oxide-associated protein 1","DBV15_04937","Uncharacterized protein DBV15_04937"
"TGZ51741.1","XP_011259275.1",0,530,0,530,"LOC105253140","spermatogenesis-associated protein 6","DBV15_04938","Uncharacterized protein DBV15_04938"
"TGZ51742.1","XP_011259259.1",2e-109,313,3e-102,294,"LOC105253133","prostaglandin E synthase 3 isoform X1","DBV15_04939","Prostaglandin e synthase"
"TGZ51742.1","XP_011259260.1",1e-104,301,2e-97,281,"LOC105253133","prostaglandin E synthase 3 isoform X2","DBV15_04939","Prostaglandin e synthase"
"TGZ51744.1","XP_011252720.1",0,629,0,629,"LOC105249156","dual specificity protein phosphatase 15 isoform X1","DBV15_04984","Dual specificity protein phosphatase 22"
"TGZ51744.1","XP_011252721.1",0,629,0,629,"LOC105249156","dual specificity protein phosphatase 15 isoform X1","DBV15_04984","Dual specificity protein phosphatase 22"
"TGZ51744.1","XP_025269425.1",0,629,0,629,"LOC105249156","dual specificity protein phosphatase 15 isoform X1","DBV15_04984","Dual specificity protein phosphatase 22"
"TGZ51744.1","XP_025269426.1",0,629,0,629,"LOC105249156","dual specificity protein phosphatase 15 isoform X1","DBV15_04984","Dual specificity protein phosphatase 22"
"TGZ51744.1","XP_025269427.1",0,629,0,629,"LOC105249156","dual specificity protein phosphatase 15 isoform X1","DBV15_04984","Dual specificity protein phosphatase 22"
"TGZ51746.1","XP_025269499.1",0,1698,0,1696,"LOC105249160","gamma-aminobutyric acid type B receptor subunit 2","DBV15_04986","Gamma-aminobutyric acid type B receptor subunit 2"
